energetic_convergences,energy_consumed,UFO_Label,max_spiritual_size,end_time,start_source,end_source,delta_source,TARGET_INIT_MEDITATE,Dimension 4,Dimension 5,start_hour,driveTrain,start_time,
DALYCTY_1_N016,5.644,12,33.2,3045-02-06T13:01:02,83,100,100,538,43.0843289,-180.6742742,4,PSY_B,3045-02-06T04:02:57,
DALYCTY_1_N016,22.908,12,33.2,3045-02-07T12:57:56,31,100,100,488,43.08431272,-180.6742742,4,PSY_B,3045-02-07T04:49:36,
DALYCTY_1_N016,1.328,12,33.2,3045-02-08T03:15:45,37,41,41,17,43.06390489,-180.5989077,2,PSY_B,3045-02-08T02:58:34,
DALYCTY_1_N016,21.248,12,33.2,3045-02-08T13:00:00,36,100,100,559,43.08429654,-180.6742256,3,PSY_B,3045-02-08T03:40:01,
5MBRCDR_2_N104,15.604,12,33.2,3045-02-09T17:20:19,33,80,80,31,43.16624015,-180.4299238,16,PSY_B,3045-02-09T16:48:33,
DALYCTY_1_N016,0.664,12,33.2,3045-02-10T18:02:13,59,61,61,128,43.08433537,-180.6742256,15,PSY_B,3045-02-10T15:53:34,
DALYCTY_1_N016,1.992,12,33.2,3045-02-10T18:46:46,60,66,66,33,43.08428036,-180.6742256,18,PSY_B,3045-02-10T18:13:34,
DALYCTY_1_N016,8.632,12,33.2,3045-02-10T21:32:02,65,91,91,153,43.08429654,-180.6742742,18,PSY_B,3045-02-10T18:58:34,
DALYCTY_1_N016,16.6,12,33.2,3045-02-11T13:02:30,50,100,100,581,43.08430463,-180.6741771,3,PSY_B,3045-02-11T03:21:08,
DALYCTY_1_N016,19.588,12,33.2,3045-02-12T13:02:22,41,100,100,428,43.08431758,-180.6742095,5,PSY_B,3045-02-12T05:53:34,
DALYCTY_1_N016,20.252,12,33.2,3045-02-13T12:57:31,39,100,100,707,43.08433537,-180.6742742,1,PSY_B,3045-02-13T01:09:41,
DALYCTY_1_N016,20.916,12,33.2,3045-02-14T13:02:56,37,100,100,752,43.08431272,-180.6741771,0,PSY_B,3045-02-14T00:30:12,
WHXSMAN_1_N009,25.896,12,33.2,3045-02-15T13:06:39,22,100,100,568,-17.9777776,215.7333312,3,PSY_B,3045-02-15T03:38:37,
WHXSMAN_1_N009,7.304,12,33.2,3045-02-16T16:38:05,23,45,45,668,-17.9777776,215.7333312,5,PSY_B,3045-02-16T05:29:46,
WHXSMAN_1_N009,15.272,12,33.2,3045-02-16T17:34:26,41,87,87,25,-17.9777776,215.7333312,17,PSY_B,3045-02-16T17:08:34,
N1t AvaXlabl5,16.6,12,33.2,3045-02-18T18:13:12,50,100,100,819,-17.9777776,215.7333312,4,PSY_B,3045-02-18T04:33:34,
N1t AvaXlabl5,6.972,12,33.2,3045-02-19T12:59:37,79,100,100,691,-17.9777776,215.7333312,1,PSY_B,3045-02-19T01:27:45,
N1t AvaXlabl5,23.572,12,33.2,3045-02-20T13:00:46,29,100,100,462,-17.9777776,215.7333312,5,PSY_B,3045-02-20T05:18:33,
N1t AvaXlabl5,17.264,12,33.2,3045-02-20T23:21:53,46,98,98,33,-17.9777776,215.7333312,22,PSY_B,3045-02-20T22:48:33,
N1t AvaXlabl5,24.236,12,33.2,3045-02-22T13:06:29,27,100,100,562,-17.9777776,215.7333312,3,PSY_B,3045-02-22T03:43:34,
N1t AvaXlabl5,18.924,12,33.2,3045-02-23T01:15:02,36,93,93,26,-17.9777776,215.7333312,0,PSY_B,3045-02-23T00:48:33,
N1t AvaXlabl5,5.312,12,33.2,3045-02-24T01:03:01,65,81,81,89,-17.9777776,215.7333312,23,PSY_B,3045-02-23T23:33:33,
N1t AvaXlabl5,22.576,12,33.2,3045-02-25T13:07:03,32,100,100,694,-17.9777776,215.7333312,1,PSY_B,3045-02-25T01:32:24,
N1t AvaXlabl5,19.256,12,33.2,3045-02-26T12:58:22,42,100,100,466,-17.9777776,215.7333312,5,PSY_B,3045-02-26T05:11:29,
N1t AvaXlabl5,22.908,12,33.2,3045-02-27T13:03:23,31,100,100,758,-17.9777776,215.7333312,0,PSY_B,3045-02-27T00:24:54,
N1t AvaXlabl5,0,12,33.2,3045-02-28T01:10:58,38,38,38,40,-17.9777776,215.7333312,0,PSY_B,3045-02-28T00:30:46,
N1t AvaXlabl5,21.912,12,33.2,3045-02-28T12:59:45,34,100,100,680,-17.9777776,215.7333312,1,PSY_B,3045-02-28T01:39:38,
N1t AvaXlabl5,22.244,12,33.2,3045-03-01T15:42:36,33,100,100,721,-17.9777776,215.7333312,3,PSY_B,3045-03-01T03:40:54,
N1t AvaXlabl5,5.312,12,33.2,3045-03-02T17:23:08,79,95,95,14,-17.9777776,215.7333312,17,PSY_B,3045-03-02T17:08:33,
N1t AvaXlabl5,26.228,12,33.2,3045-03-04T13:04:48,21,100,100,526,-17.9777776,215.7333312,4,PSY_B,3045-03-04T04:18:33,
N1t AvaXlabl5,14.276,12,33.2,3045-03-05T13:40:11,36,79,79,21,-17.9777776,215.7333312,13,PSY_B,3045-03-05T13:18:33,
N1t AvaXlabl5,23.572,12,33.2,3045-03-06T13:03:11,23,94,94,389,-17.9777776,215.7333312,6,PSY_B,3045-03-06T06:33:36,
N1t AvaXlabl5,16.268,12,33.2,3045-03-07T13:04:51,51,100,100,824,-17.9777776,215.7333312,23,PSY_B,3045-03-06T23:20:27,
N1t AvaXlabl5,22.576,12,33.2,3045-03-08T13:08:03,32,100,100,570,-17.9777776,215.7333312,3,PSY_B,3045-03-08T03:37:28,
N1t AvaXlabl5,19.92,12,33.2,3045-03-10T13:31:44,40,100,100,560,-17.9777776,215.7333312,4,PSY_B,3045-03-10T04:10:54,
N1t AvaXlabl5,10.292,12,33.2,3045-03-11T12:10:02,69,100,100,514,-17.9777776,215.7333312,3,PSY_B,3045-03-11T03:35:24,
N1t AvaXlabl5,11.288,12,33.2,3045-03-12T19:43:56,62,96,96,17,-17.9777776,215.7333312,19,PSY_B,3045-03-12T19:26:00,
N1t AvaXlabl5,15.272,12,33.2,3045-03-13T12:04:25,54,100,100,678,-17.9777776,215.7333312,0,PSY_B,3045-03-13T00:45:26,
N1t AvaXlabl5,21.58,12,33.2,3045-03-14T14:56:45,35,100,100,647,-17.9777776,215.7333312,4,PSY_B,3045-03-14T04:08:50,
N1t AvaXlabl5,2.656,12,33.2,3045-03-15T12:07:48,92,100,100,568,-17.9777776,215.7333312,2,PSY_B,3045-03-15T02:39:43,
N1t AvaXlabl5,14.94,12,33.2,3045-03-15T22:28:22,50,95,95,22,-17.9777776,215.7333312,22,PSY_B,3045-03-15T22:06:01,
BRXTTN_1_N006,0,12,33.2,3045-03-16T22:33:48,35,35,35,5,42.46496983,-179.1236477,22,PSY_B,3045-03-16T22:28:11,
W1LF5_1_N002,16.932,12,33.2,3045-03-16T23:26:55,42,93,93,35,42.41420993,-179.0953812,22,PSY_B,3045-03-16T22:51:00,
W1LF5_1_N002,1.992,12,33.2,3045-03-17T00:22:15,93,99,99,21,42.40943845,-179.1173375,0,PSY_B,3045-03-17T00:01:00,
DALYCTY_1_N016,26.228,12,33.2,3045-03-18T12:03:39,21,100,100,621,43.08434508,-180.6742742,1,PSY_B,3045-03-18T01:42:19,
DALYCTY_1_N016,21.248,12,33.2,3045-03-21T12:03:16,36,100,100,676,43.08431272,-180.6742256,0,PSY_B,3045-03-21T00:47:05,
DALYCTY_1_N016,22.244,12,33.2,3045-03-22T12:05:42,33,100,100,384,43.08430463,-180.6742256,5,PSY_B,3045-03-22T05:41:00,
5MBRCDR_2_N104,18.924,12,33.2,3045-03-23T16:28:43,35,92,92,27,43.16627089,-180.4299885,16,PSY_B,3045-03-23T16:01:00,
DALYCTY_1_N016,10.292,12,33.2,3045-03-25T12:05:03,69,100,100,482,43.08431758,-180.6742742,4,PSY_B,3045-03-25T04:02:43,
DALYCTY_1_N016,20.252,12,33.2,3045-03-26T12:50:36,39,100,100,491,43.08429654,-180.6742742,4,PSY_B,3045-03-26T04:39:31,
5MBRCDR_2_N104,21.58,12,33.2,3045-03-30T18:34:51,29,94,94,28,43.15229137,-180.3523245,18,PSY_B,3045-03-30T18:06:00,
DALYCTY_1_N016,17.264,12,33.2,3045-04-01T12:09:54,48,100,100,448,43.08434185,-180.6742742,4,PSY_B,3045-04-01T04:41:00,
DALYCTY_1_N016,20.916,12,33.2,3045-04-02T12:12:03,37,100,100,641,43.08433537,-180.6742256,1,PSY_B,3045-04-02T01:30:17,
DALYCTY_1_N016,0,12,33.2,3045-04-03T01:29:14,38,38,38,49,43.08436126,-180.6742418,0,PSY_B,3045-04-03T00:39:21,
DALYCTY_1_N016,24.236,12,33.2,3045-04-03T12:03:05,27,100,100,467,43.08431272,-180.6742418,4,PSY_B,3045-04-03T04:16:00,
DALYCTY_1_N016,20.916,12,33.2,3045-04-04T12:08:38,37,100,100,456,43.08429654,-180.6742418,4,PSY_B,3045-04-04T04:32:25,
DALYCTY_1_N016,22.908,12,33.2,3045-04-05T12:09:46,31,100,100,570,43.08433537,-180.6742742,2,PSY_B,3045-04-05T02:39:04,
5MBRCDR_2_N104,20.584,12,33.2,3045-04-06T16:39:24,33,95,95,33,43.16627089,-180.4300856,16,PSY_B,3045-04-06T16:05:26,
5MBRCDR_2_N101,9.96,12,33.2,3045-04-08T01:24:54,40,70,70,88,43.13134313,-180.3332483,23,PSY_B,3045-04-07T23:56:00,
DALYCTY_1_N016,12.616,12,33.2,3045-04-08T12:05:57,62,100,100,604,43.0843289,-180.6742418,2,PSY_B,3045-04-08T02:01:03,
DALYCTY_1_N016,18.924,12,33.2,3045-04-09T12:02:38,43,100,100,451,43.08429654,-180.6742256,4,PSY_B,3045-04-09T04:31:00,
DALYCTY_1_N016,19.92,12,33.2,3045-04-10T12:00:44,39,99,99,339,43.08431758,-180.6742742,6,PSY_B,3045-04-10T06:21:00,
DALYCTY_1_N016,23.24,12,33.2,3045-04-11T12:05:20,30,100,100,454,43.08429169,-180.6742418,4,PSY_B,3045-04-11T04:31:00,
DALYCTY_1_N016,22.908,12,33.2,3045-04-12T11:59:41,31,100,100,560,43.08431272,-180.6743713,2,PSY_B,3045-04-12T02:39:24,
5MBRCDR_2_N104,17.596,12,33.2,3045-04-13T16:25:31,35,88,88,24,43.16632105,-180.4300047,16,PSY_B,3045-04-13T16:00:59,
5MBRCDR_2_N104,4.98,12,33.2,3045-04-13T19:39:15,84,99,99,18,43.15230108,-180.3520657,19,PSY_B,3045-04-13T19:21:00,
DALYCTY_1_N016,20.916,12,33.2,3045-04-15T14:49:30,37,100,100,766,43.08430463,-180.6743065,2,PSY_B,3045-04-15T02:02:44,
L1SALTS_6_N004,6.64,12,33.2,3045-04-16T12:55:53,69,89,89,9,42.53370732,-179.4165704,12,PSY_B,3045-04-16T12:46:00,
DALYCTY_1_N016,20.584,12,33.2,3045-04-17T12:05:39,32,94,94,339,43.08430463,-180.6742418,6,PSY_B,3045-04-17T06:26:00,
DALYCTY_1_N016,1.66,12,33.2,3045-04-18T04:05:41,31,36,36,14,43.12442941,-180.5413069,3,PSY_B,3045-04-18T03:51:00,
DALYCTY_1_N016,21.58,12,33.2,3045-04-18T12:07:48,35,100,100,456,43.08431272,-180.6742095,4,PSY_B,3045-04-18T04:31:00,
DALYCTY_1_N016,20.916,12,33.2,3045-04-19T12:04:50,37,100,100,564,43.08431272,-180.6742742,2,PSY_B,3045-04-19T02:40:34,
DALYCTY_1_N016,12.948,12,33.2,3045-04-19T22:58:41,52,91,91,17,43.02065089,-180.6231454,22,PSY_B,3045-04-19T22:41:00,
BAYSH1R1_1_N001,12.284,12,33.2,3045-04-21T18:38:04,47,84,84,17,43.12420775,-180.3627121,18,PSY_B,3045-04-21T18:20:59,
DALYCTY_1_N016,9.96,12,33.2,3045-04-22T12:02:42,70,100,100,623,43.08435317,-180.6742742,1,PSY_B,3045-04-22T01:38:59,
DALYCTY_1_N016,20.916,12,33.2,3045-04-23T15:15:22,37,100,100,705,43.08433537,-180.6742742,3,PSY_B,3045-04-23T03:30:14,
DALYCTY_1_N016,20.584,12,33.2,3045-04-26T13:32:36,38,100,100,474,43.08431272,-180.6742256,5,PSY_B,3045-04-26T05:37:44,
DALYCTY_1_N016,26.56,12,33.2,3045-04-29T11:58:56,20,100,100,607,43.08430463,-180.6742742,1,PSY_B,3045-04-29T01:51:03,
DALYCTY_1_N016,18.592,12,33.2,3045-04-30T12:01:51,44,100,100,369,43.08428522,-180.6742095,5,PSY_B,3045-04-30T05:52:43,
DALYCTY_1_N016,19.92,12,33.2,3045-05-01T12:03:43,40,100,100,385,43.08431272,-180.6742256,5,PSY_B,3045-05-01T05:37:44,
DALYCTY_1_N016,1.328,12,33.2,3045-05-02T04:07:10,27,31,31,14,43.12460092,-180.5414234,3,PSY_B,3045-05-02T03:52:43,
DALYCTY_1_N016,23.572,12,33.2,3045-05-02T12:05:05,29,100,100,447,43.08430463,-180.6742095,4,PSY_B,3045-05-02T04:37:43,
DALYCTY_1_N016,18.924,12,33.2,3045-05-03T12:05:12,43,100,100,616,43.08431272,-180.6742742,1,PSY_B,3045-05-03T01:49:12,
5MBRCDR_2_N104,15.272,12,33.2,3045-05-04T16:27:42,38,84,84,19,43.1661997,-180.4301018,16,PSY_B,3045-05-04T16:07:43,
BAYSH1R1_1_N001,22.576,12,33.2,3045-05-05T21:27:09,29,97,97,34,43.12422878,-180.3624047,20,PSY_B,3045-05-05T20:52:44,
DALYCTY_1_N016,5.644,12,33.2,3045-05-06T12:09:53,83,100,100,637,43.08430463,-180.6742742,1,PSY_B,3045-05-06T01:32:43,
DALYCTY_1_N016,19.256,12,33.2,3045-05-07T12:56:36,42,100,100,428,43.08431758,-180.6742418,5,PSY_B,3045-05-07T05:47:43,
L1SALTS_6_N004,21.912,12,33.2,3045-05-08T13:15:16,17,83,83,27,42.53373968,-179.4165575,12,PSY_B,3045-05-08T12:47:44,
DALYCTY_1_N016,24.9,12,33.2,3045-05-10T01:20:17,25,100,100,1513,43.08434185,-180.6742418,0,PSY_B,3045-05-09T00:07:06,
MXLLBRA5_1_N004,1.66,12,33.2,3045-05-12T22:39:06,57,62,62,16,42.87041959,-180.3070529,22,PSY_B,3045-05-12T22:22:43,
DALYCTY_1_N016,16.268,12,33.2,3045-05-13T12:07:15,51,100,100,634,43.0843289,-180.6742418,1,PSY_B,3045-05-13T01:32:43,
M5CSTG3_7_B1,15.272,12,33.2,3045-05-13T19:15:53,50,96,96,28,42.26595421,-178.3292421,18,PSY_B,3045-05-13T18:47:44,
W1LF5_1_N002,0.664,12,33.2,3045-05-13T20:20:04,82,84,84,12,42.40925885,-179.1175511,20,PSY_B,3045-05-13T20:07:43,
DALYCTY_1_N016,17.928,12,33.2,3045-05-14T12:00:18,46,100,100,465,43.08429654,-180.6742256,4,PSY_B,3045-05-14T04:14:40,
DALYCTY_1_N016,0,12,33.2,3045-05-15T03:07:21,43,43,43,230,43.08431758,-180.6742418,23,PSY_B,3045-05-14T23:16:59,
DALYCTY_1_N016,20.916,12,33.2,3045-05-15T11:56:46,37,100,100,494,43.08429654,-180.6741253,3,PSY_B,3045-05-15T03:42:05,
DALYCTY_1_N016,18.592,12,33.2,3045-05-16T12:02:22,44,100,100,529,43.08431272,-180.6742095,3,PSY_B,3045-05-16T03:13:11,
DALYCTY_1_N016,3.32,12,33.2,3045-05-17T02:23:57,40,50,50,31,43.06600343,-180.600008,1,PSY_B,3045-05-17T01:52:44,
DALYCTY_1_N016,0,12,33.2,3045-05-17T04:42:04,47,47,47,103,43.08430463,-180.6742256,2,PSY_B,3045-05-17T02:58:50,
DALYCTY_1_N016,19.256,12,33.2,3045-05-17T11:47:16,42,100,100,394,43.08429169,-180.6742095,5,PSY_B,3045-05-17T05:12:43,
L1SALTS_6_N004,5.976,12,33.2,3045-05-17T12:48:25,80,98,98,15,42.53371541,-179.4166028,12,PSY_B,3045-05-17T12:32:43,
DALYCTY_1_N016,18.592,12,33.2,3045-05-18T15:05:52,44,100,100,641,43.08430463,-180.6741771,4,PSY_B,3045-05-18T04:24:18,
DALYCTY_1_N016,0,12,33.2,3045-05-18T23:26:12,74,74,74,21,43.06608433,-180.5999594,23,PSY_B,3045-05-18T23:04:21,
DALYCTY_1_N016,16.268,12,33.2,3045-05-19T18:09:53,51,100,100,877,43.08431758,-180.6741771,3,PSY_B,3045-05-19T03:32:43,
DALYCTY_1_N016,2.988,12,33.2,3045-05-20T12:00:44,91,100,100,636,43.08429169,-180.6742095,1,PSY_B,3045-05-20T01:24:34,
DALYCTY_1_N016,20.916,12,33.2,3045-05-21T12:00:03,37,100,100,765,43.08433537,-180.6742095,23,PSY_B,3045-05-20T23:14:43,
DALYCTY_1_N016,0,12,33.2,3045-05-22T03:09:56,31,31,31,130,43.0843289,-180.6742256,0,PSY_B,3045-05-22T00:59:29,
DALYCTY_1_N016,22.908,12,33.2,3045-05-22T11:59:03,31,100,100,466,43.0843289,-180.6742256,4,PSY_B,3045-05-22T04:12:44,
DALYCTY_1_N016,20.584,12,33.2,3045-05-23T12:04:34,38,100,100,455,43.08430463,-180.6741124,4,PSY_B,3045-05-23T04:29:20,
DALYCTY_1_N016,20.252,12,33.2,3045-05-24T12:01:27,39,100,100,562,43.08434185,-180.6741771,2,PSY_B,3045-05-24T02:39:26,
5MBRCDR_2_N104,18.924,12,33.2,3045-05-25T16:36:24,35,92,92,28,43.1662806,-180.4298267,16,PSY_B,3045-05-25T16:07:44,
5MBRCDR_2_N101,2.656,12,33.2,3045-05-25T17:42:14,92,100,100,49,43.13148389,-180.3588613,16,PSY_B,3045-05-25T16:52:43,
DALYCTY_1_N016,22.576,12,33.2,3045-05-28T11:59:54,32,100,100,628,43.08433537,-180.6742418,1,PSY_B,3045-05-28T01:31:11,
DALYCTY_1_N016,0,12,33.2,3045-05-28T23:37:28,40,40,40,46,43.08431758,-180.6742095,22,PSY_B,3045-05-28T22:50:34,
DALYCTY_1_N016,20.916,12,33.2,3045-05-29T12:03:59,37,100,100,726,43.08431758,-180.6742095,23,PSY_B,3045-05-28T23:57:18,
DALYCTY_1_N016,20.916,12,33.2,3045-05-30T11:57:38,37,100,100,439,43.08431758,-180.6741124,4,PSY_B,3045-05-30T04:37:45,
DALYCTY_1_N016,0.664,12,33.2,3045-05-31T04:31:48,28,30,30,111,43.08434508,-180.6742095,2,PSY_B,3045-05-31T02:40:20,
DALYCTY_1_N016,24.568,12,33.2,3045-05-31T12:03:36,25,99,99,420,43.08428036,-180.6742095,5,PSY_B,3045-05-31T05:02:43,
DALYCTY_1_N016,3.32,12,33.2,3045-05-31T12:03:36,89,99,99,50,43.08428036,-180.6742095,11,PSY_B,3045-05-31T11:12:43,
,8.82,13,21,3044-08-15T13:19:51,46,88,88,426,-17.9777776,215.7333312,6,PSY,3044-08-15T06:13:14,
,10.92,13,21,3044-08-20T13:20:26,48,100,100,1927,-17.9777776,215.7333312,5,PSY,3044-08-19T05:13:15,
,15.12,13,21,3044-08-27T12:58:43,28,100,100,1925,-17.9777776,215.7333312,4,PSY,3044-08-26T04:53:15,
,13.65,13,21,3044-09-04T13:13:12,35,100,100,2844,-17.9777776,215.7333312,13,PSY,3044-09-02T13:48:21,
,11.97,13,21,3044-09-09T20:26:43,43,100,100,973,-17.9777776,215.7333312,4,PSY,3044-09-09T04:13:20,
,11.55,13,21,3044-09-17T14:52:35,45,100,100,1989,-17.9777776,215.7333312,5,PSY,3044-09-16T05:43:19,
,5.04,13,21,3044-09-24T14:53:55,76,100,100,2078,-17.9777776,215.7333312,4,PSY,3044-09-23T04:15:26,
,8.61,13,21,3044-09-27T14:55:23,59,100,100,504,-17.9777776,215.7333312,6,PSY,3044-09-27T06:30:25,
,10.92,13,21,3044-09-30T19:39:59,48,100,100,964,-17.9777776,215.7333312,3,PSY,3044-09-30T03:35:24,
,14.28,13,21,3044-10-01T15:18:50,30,98,98,683,-17.9777776,215.7333312,3,PSY,3044-10-01T03:55:26,
,7.56,13,21,3044-10-08T16:47:44,64,100,100,2212,-17.9777776,215.7333312,3,PSY,3044-10-07T03:55:41,
,13.86,13,21,3044-10-15T01:01:49,34,100,100,1198,-17.9777776,215.7333312,5,PSY,3044-10-14T05:03:05,
,1.89,13,21,3044-10-17T19:52:33,24,33,33,94,-17.9777776,215.7333312,18,PSY,3044-10-17T18:18:00,
,3.15,13,21,3044-10-17T22:23:01,31,46,46,100,-17.9777776,215.7333312,20,PSY,3044-10-17T20:42:59,
,10.5,13,21,3044-10-18T14:22:42,29,79,79,504,-17.9777776,215.7333312,5,PSY,3044-10-18T05:57:57,
,6.72,13,21,3044-10-21T18:05:41,68,100,100,847,-17.9777776,215.7333312,3,PSY,3044-10-21T03:58:06,
,8.4,13,21,3044-10-24T14:49:07,60,100,100,511,-17.9777776,215.7333312,6,PSY,3044-10-24T06:17:57,
,9.24,13,21,3044-10-26T14:57:13,56,100,100,488,-17.9777776,215.7333312,6,PSY,3044-10-26T06:48:50,
,12.81,13,21,3044-10-29T14:53:26,39,100,100,2154,-17.9777776,215.7333312,2,PSY,3044-10-28T02:58:48,
,15.96,13,21,3044-11-04T19:30:12,24,100,100,901,-17.9777776,215.7333312,4,PSY,3044-11-04T04:28:47,
,11.55,13,21,3044-11-07T16:38:06,45,100,100,574,-17.9777776,215.7333312,7,PSY,3044-11-07T07:03:47,
,10.29,13,21,3044-11-10T20:33:09,51,100,100,809,-17.9777776,215.7333312,7,PSY,3044-11-10T07:03:47,
,0.21,13,21,3044-11-12T21:18:11,99,100,100,1339,-17.9777776,215.7333312,22,PSY,3044-11-11T22:58:47,
,11.34,13,21,3044-11-16T16:42:46,46,100,100,534,-17.9777776,215.7333312,7,PSY,3044-11-16T07:48:45,
,13.65,13,21,3044-11-29T16:43:12,35,100,100,859,-17.9777776,215.7333312,2,PSY,3044-11-29T02:23:17,
N1t AvaXlabl5,4.2,14,21,3044-08-15T18:45:57,80,100,100,692,43.08419299,-179.8807099,7,PSY_B,3044-08-15T07:13:19,
J5NNY_1_N001,4.41,14,21,3044-08-18T02:59:43,60,81,81,266,43.08420593,-179.8807746,22,PSY_B,3044-08-17T22:33:27,
J5NNY_1_N001,13.65,14,21,3044-08-19T18:50:04,35,100,100,781,43.08419299,-179.8806775,5,PSY_B,3044-08-19T05:48:16,
ALMDACT1_7_B1,0,14,21,3044-08-21T02:25:57,36,35,35,213,43.16015485,-179.9713826,22,PSY_B,3044-08-20T22:52:24,
ALMDACT1_7_B1,13.65,14,21,3044-08-22T14:28:15,35,100,100,2139,43.16016456,-179.9713373,2,PSY_B,3044-08-21T02:48:54,
ALMDACT1_7_B1,1.68,14,21,3044-08-22T23:40:51,72,80,80,67,43.16015485,-179.9713503,22,PSY_B,3044-08-22T22:33:19,
ALMDACT1_7_B1,8.82,14,21,3044-08-23T16:35:46,58,100,100,617,43.16014838,-179.9713503,6,PSY_B,3044-08-23T06:18:19,
ALMDACT1_7_B1,0.63,14,21,3044-08-23T22:21:35,71,74,74,33,43.16014191,-179.9713503,21,PSY_B,3044-08-23T21:48:20,
ALMDACT1_7_B1,2.52,14,21,3044-08-25T06:00:39,30,42,42,107,43.16016456,-179.9715444,4,PSY_B,3044-08-25T04:13:16,
ALMDACT1_7_B1,10.29,14,21,3044-08-25T14:17:02,40,89,89,458,43.16015485,-179.9713826,6,PSY_B,3044-08-25T06:38:17,
ALMDACT1_7_B1,1.68,14,21,3044-08-25T23:06:31,55,63,63,88,43.1601322,-179.9713373,21,PSY_B,3044-08-25T21:38:18,
T5SSUB_2_N001,4.83,14,21,3044-08-26T03:16:59,27,50,50,188,43.02168803,-178.8632791,0,PSY_B,3044-08-26T00:08:16,
T5SSUB_2_N001,1.47,14,21,3044-08-26T04:36:03,44,51,51,57,43.02410047,-178.9777688,3,PSY_B,3044-08-26T03:38:18,
N1t AvaXlabl5,14.49,14,21,3044-08-26T16:42:12,29,98,98,683,43.16013544,-179.9713373,5,PSY_B,3044-08-26T05:18:16,
ALMDACT1_7_B1,3.15,14,21,3044-08-27T03:52:58,85,100,100,519,43.1601322,-179.9713503,19,PSY_B,3044-08-26T19:13:18,
J5NNY_1_N001,6.51,14,21,3044-08-28T04:01:09,57,88,88,287,43.08419946,-179.8807423,23,PSY_B,3044-08-27T23:13:17,
J5NNY_1_N001,3.78,14,21,3044-08-28T14:47:41,82,100,100,624,43.0839244,-179.880807,4,PSY_B,3044-08-28T04:23:15,
J5NNY_1_N001,4.2,14,21,3044-08-29T15:54:52,80,100,100,726,43.08391631,-179.8807293,3,PSY_B,3044-08-29T03:48:16,
ALMDACT1_7_B1,9.24,14,21,3044-08-30T14:36:27,56,100,100,638,43.16015485,-179.9713373,3,PSY_B,3044-08-30T03:58:17,
ALMDACT1_7_B1,15.12,14,21,3044-08-31T14:39:13,27,99,99,710,43.16015485,-179.9713826,2,PSY_B,3044-08-31T02:48:27,
N1t AvaXlabl5,0.63,14,21,3044-08-31T23:03:24,67,70,70,19,43.16016456,-179.9713503,22,PSY_B,3044-08-31T22:43:30,
ALMDACT1_7_B1,0.63,14,21,3044-09-01T01:27:42,68,71,71,24,43.16018074,-179.9713826,1,PSY_B,3044-09-01T01:03:26,
ALMDACT1_7_B1,6.51,14,21,3044-09-01T21:00:26,69,100,100,1162,43.1602131,-179.9713503,1,PSY_B,3044-09-01T01:38:26,
ALMDACT1_7_B1,1.68,14,21,3044-09-03T00:07:51,78,86,86,79,43.16016456,-179.9713826,22,PSY_B,3044-09-02T22:48:28,
ALMDACT1_7_B1,6.51,14,21,3044-09-04T14:39:43,69,100,100,921,43.16013544,-179.9714797,23,PSY_B,3044-09-03T23:18:28,
ALMDACT1_7_B1,8.82,14,21,3044-09-05T15:06:31,58,100,100,712,43.16017265,-179.9715121,3,PSY_B,3044-09-05T03:13:33,
ALMDACT1_7_B1,1.68,14,21,3044-09-06T00:06:29,29,37,37,77,43.16018074,-179.9715121,22,PSY_B,3044-09-05T22:48:33,
ALMDACT1_7_B1,17.22,14,21,3044-09-06T14:42:44,12,94,94,759,43.16016456,-179.9714603,2,PSY_B,3044-09-06T02:03:27,
ALMDACT1_7_B1,2.52,14,21,3044-09-07T02:48:20,39,51,51,99,43.16016456,-179.9713503,1,PSY_B,3044-09-07T01:08:27,
ALMDACT1_7_B1,1.26,14,21,3044-09-07T04:01:18,47,53,53,42,43.16015485,-179.9713503,3,PSY_B,3044-09-07T03:18:28,
ALMDACT1_7_B1,18.27,14,21,3044-09-08T19:20:26,13,100,100,1256,43.16017265,-179.9714603,22,PSY_B,3044-09-07T22:23:29,
ALMDACT1_7_B1,4.62,14,21,3044-09-10T00:07:48,78,100,100,279,43.16014838,-179.9713826,19,PSY_B,3044-09-09T19:28:26,
J5NNY_1_N001,8.19,14,21,3044-09-11T14:39:33,61,100,100,956,43.08419946,-179.8807423,22,PSY_B,3044-09-10T22:43:28,
J5NNY_1_N001,0.42,14,21,3044-09-12T02:27:26,56,58,58,39,43.08389204,-179.8808523,1,PSY_B,3044-09-12T01:48:26,
J5NNY_1_N001,8.82,14,21,3044-09-12T14:18:54,58,100,100,700,43.08384836,-179.8806128,2,PSY_B,3044-09-12T02:38:27,
J5NNY_1_N001,8.19,14,21,3044-09-13T14:37:58,61,100,100,814,43.08389204,-179.880807,1,PSY_B,3044-09-13T01:03:26,
J5NNY_1_N001,7.56,14,21,3044-09-14T14:32:40,64,100,100,614,43.08390822,-179.8807423,4,PSY_B,3044-09-14T04:18:25,
J5NNY_1_N001,7.35,14,21,3044-09-15T18:03:09,65,100,100,664,43.08419299,-179.8807099,6,PSY_B,3044-09-15T06:58:26,
ALMDACT1_7_B1,0,14,21,3044-09-17T14:46:15,66,66,66,600,43.16016456,-179.9713503,4,PSY_B,3044-09-17T04:45:53,
